Seq,Form,Time_UTC,Run_ID,NAVAREA,Warning_ID,Type,PSN_Lat,PSN_Lon,Dist_NM,Band,Plotted,Source_Kind,Source_URL,Status,Notes
53,NS-01,2026-03-20T23:22:56Z,20260320_232256Z,IV,NAVAREA IV 644/25(24).,POINT,11.201333,-70.777833,238.3,AMBER,YES,MANUAL,,OK,
54,NS-01,2026-03-20T23:22:56Z,20260320_232256Z,IV,NAVAREA IV 643/25(24).,POINT,10.900000,-65.205000,195.8,AMBER,YES,MANUAL,,OK,
55,NS-01,2026-03-20T23:22:56Z,20260320_232256Z,IV,NAVAREA IV 616/25(GEN).,LINE,41.700000,-70.505000,184.2,AMBER,YES,MANUAL,,OK,
56,NS-01,2026-03-20T23:22:56Z,20260320_232256Z,IV,NAVAREA IV 563/25(24).,POINT,11.082000,-64.216667,136.6,AMBER,YES,MANUAL,,OK,
57,NS-01,2026-03-20T23:22:56Z,20260320_232256Z,IV,NAVAREA IV 546/25(11).,POINT,29.883333,-89.945000,184.2,AMBER,YES,MANUAL,,OK,
58,NS-01,2026-03-20T23:22:56Z,20260320_232256Z,IV,NAVAREA IV 517/25(11).,AREA,27.176833,-93.726833,10.9,RED,YES,MANUAL,,OK,
59,NS-01,2026-03-20T23:22:57Z,20260320_232257Z,IV,NAVAREA IV 504/25(26).,POINT,9.381667,-79.898333,503.2,AMBER,YES,MANUAL,,OK,
60,NS-01,2026-03-20T23:22:57Z,20260320_232257Z,IV,NAVAREA IV 466/25(26).,POINT,12.480833,-81.730500,390.6,AMBER,YES,MANUAL,,OK,
61,NS-01,2026-03-20T23:22:57Z,20260320_232257Z,IV,NAVAREA IV 428/25(24).,POINT,12.171833,-68.863667,231.5,AMBER,YES,MANUAL,,OK,
62,NS-01,2026-03-20T23:22:57Z,20260320_232257Z,IV,NAVAREA IV 354/25(24).,AREA,10.998000,-64.284167,69.2,AMBER,YES,MANUAL,,OK,
63,NS-01,2026-03-20T23:22:57Z,20260320_232257Z,IV,NAVAREA IV 312/25(24).,POINT,11.811667,-66.184667,248.9,AMBER,YES,MANUAL,,OK,
64,NS-01,2026-03-20T23:22:57Z,20260320_232257Z,IV,NAVAREA IV 311/25(24).,POINT,11.807167,-66.200000,249.8,AMBER,YES,MANUAL,,OK,
65,NS-01,2026-03-20T23:22:57Z,20260320_232257Z,IV,NAVAREA IV 183/25(24).,POINT,11.381667,-63.120000,69.7,AMBER,YES,MANUAL,,OK,
66,NS-01,2026-03-20T23:22:58Z,20260320_232258Z,IV,NAVAREA IV 155/25(24).,POINT,11.106667,-74.855000,313.7,AMBER,YES,MANUAL,,OK,
67,NS-01,2026-03-20T23:22:58Z,20260320_232258Z,IV,NAVAREA IV 130/25(28).,POINT,17.203333,-87.530000,277.1,AMBER,YES,MANUAL,,OK,
68,NS-01,2026-03-20T23:22:58Z,20260320_232258Z,IV,NAVAREA IV 90/25(28).,POINT,19.142667,-95.808000,473.7,AMBER,YES,MANUAL,,OK,
69,NS-01,2026-03-20T23:22:58Z,20260320_232258Z,IV,NAVAREA IV 12/25(28).,POINT,16.106667,-88.276667,355.3,AMBER,YES,MANUAL,,OK,
70,NS-01,2026-03-20T23:22:58Z,20260320_232258Z,IV,NAVAREA IV 1553/24(27).,POINT,21.578500,-81.638333,153.5,AMBER,YES,MANUAL,,OK,
71,NS-01,2026-03-20T23:22:58Z,20260320_232258Z,IV,NAVAREA IV 1524/24(25).,AREA,17.451000,-63.935667,348.6,AMBER,YES,MANUAL,,OK,
72,NS-01,2026-03-20T23:22:58Z,20260320_232258Z,IV,NAVAREA IV 1382/24(25).,POINT,18.464333,-69.876333,219.5,AMBER,YES,MANUAL,,OK,
73,NS-01,2026-03-20T23:22:58Z,20260320_232258Z,IV,NAVAREA IV 1125/24(28).,POINT,16.210000,-88.503333,356.1,AMBER,YES,MANUAL,,OK,
74,NS-01,2026-03-20T23:22:58Z,20260320_232258Z,IV,NAVAREA IV 797/24(25).,POINT,12.595833,-61.407333,67.9,AMBER,YES,MANUAL,,OK,
75,NS-01,2026-03-20T23:22:58Z,20260320_232258Z,IV,NAVAREA IV 746/24(14).,POINT,47.898833,-46.795667,2280.5,AMBER,YES,MANUAL,,OK,
76,NS-01,2026-03-20T23:22:59Z,20260320_232259Z,IV,"NAVAREA IV 733/24(11,13).",LINE,41.713333,-70.505000,184.2,AMBER,YES,MANUAL,,OK,
77,NS-01,2026-03-20T23:22:59Z,20260320_232259Z,IV,NAVAREA IV 722/24(28).,POINT,17.470000,-87.491667,261.8,AMBER,YES,MANUAL,,OK,
78,NS-01,2026-03-20T23:22:59Z,20260320_232259Z,IV,NAVAREA IV 703/24(28).,POINT,19.312667,-87.446000,169.5,AMBER,YES,MANUAL,,OK,
79,NS-01,2026-03-20T23:22:59Z,20260320_232259Z,IV,NAVAREA IV 702/24(28).,POINT,24.487167,-97.742667,328.1,AMBER,YES,MANUAL,,OK,
80,NS-01,2026-03-20T23:22:59Z,20260320_232259Z,IV,NAVAREA IV 701/24(28).,POINT,24.627000,-97.716167,322.9,AMBER,YES,MANUAL,,OK,
81,NS-01,2026-03-20T23:22:59Z,20260320_232259Z,IV,NAVAREA IV 437/24(26).,POINT,13.573500,-80.091833,279.8,AMBER,YES,MANUAL,,OK,
82,NS-01,2026-03-20T23:22:59Z,20260320_232259Z,IV,NAVAREA IV 325/24(24).,POINT,7.044500,-57.977500,259.5,AMBER,YES,MANUAL,,OK,
83,NS-01,2026-03-20T23:23:00Z,20260320_232300Z,IV,NAVAREA IV 214/24(24).,POINT,12.156167,-68.326833,253.5,AMBER,YES,MANUAL,,OK,
84,NS-01,2026-03-20T23:23:00Z,20260320_232300Z,IV,NAVAREA IV 177/24(24).,POINT,11.134500,-60.775833,36.9,RED,YES,MANUAL,,OK,
85,NS-01,2026-03-20T23:23:00Z,20260320_232300Z,IV,NAVAREA IV 161/24(24).,POINT,10.091667,-65.178333,210.5,AMBER,YES,MANUAL,,OK,
86,NS-01,2026-03-20T23:23:00Z,20260320_232300Z,IV,NAVAREA IV 151/24(24).,POINT,10.703333,-62.140000,54.9,AMBER,YES,MANUAL,,OK,
87,NS-01,2026-03-20T23:23:00Z,20260320_232300Z,IV,NAVAREA IV 12/24(24).,AREA,8.011000,-56.743000,180.2,AMBER,YES,MANUAL,,OK,
88,NS-01,2026-03-20T23:23:00Z,20260320_232300Z,IV,NAVAREA IV 1404/23(28).,POINT,22.115000,-91.398333,194.4,AMBER,YES,MANUAL,,OK,
89,NS-01,2026-03-20T23:23:01Z,20260320_232301Z,IV,NAVAREA IV 1403/23(28).,POINT,18.274167,-87.835000,231.4,AMBER,YES,MANUAL,,OK,
90,NS-01,2026-03-20T23:23:01Z,20260320_232301Z,IV,NAVAREA IV 1377/23(25).,POINT,18.613333,-68.325000,274.9,AMBER,YES,MANUAL,,OK,
91,NS-01,2026-03-20T23:23:01Z,20260320_232301Z,IV,NAVAREA IV 959/23(24).,POINT,8.556667,-59.995833,191.3,AMBER,YES,MANUAL,,OK,
92,NS-01,2026-03-20T23:23:01Z,20260320_232301Z,IV,NAVAREA IV 873/23(28).,POINT,15.865000,-87.965000,360.5,AMBER,YES,MANUAL,,OK,
93,NS-01,2026-03-20T23:23:01Z,20260320_232301Z,IV,NAVAREA IV 356/23(28).,POINT,20.211333,-87.430000,135.3,AMBER,YES,MANUAL,,OK,
94,NS-01,2026-03-20T23:23:01Z,20260320_232301Z,IV,NAVAREA IV 222/23(25).,AREA,18.226667,-63.069167,402.7,AMBER,YES,MANUAL,,OK,
95,NS-01,2026-03-20T23:23:02Z,20260320_232302Z,IV,NAVAREA IV 748/22(24).,POINT,11.990000,-68.643333,248.2,AMBER,YES,MANUAL,,OK,
96,NS-01,2026-03-20T23:23:02Z,20260320_232302Z,IV,NAVAREA IV 441/22(26).,POINT,17.741667,-77.158333,23.5,RED,YES,MANUAL,,OK,
97,NS-01,2026-03-20T23:23:02Z,20260320_232302Z,IV,NAVAREA IV 439/22(28).,POINT,21.526667,-86.805000,66.1,AMBER,YES,MANUAL,,OK,
98,NS-01,2026-03-20T23:23:02Z,20260320_232302Z,IV,NAVAREA IV 367/22(28).,POINT,19.785000,-87.463333,151.2,AMBER,YES,MANUAL,,OK,
99,NS-01,2026-03-20T23:23:02Z,20260320_232302Z,IV,NAVAREA IV 227/22(25).,POINT,19.803333,-70.695000,284.2,AMBER,YES,MANUAL,,OK,
100,NS-01,2026-03-20T23:23:02Z,20260320_232302Z,IV,NAVAREA IV 141/22(28).,POINT,16.108333,-88.266667,354.9,AMBER,YES,MANUAL,,OK,
101,NS-01,2026-03-20T23:23:03Z,20260320_232303Z,IV,NAVAREA IV 120/22(25).,POINT,18.138333,-68.755000,237.3,AMBER,YES,MANUAL,,OK,
102,NS-01,2026-03-20T23:23:03Z,20260320_232303Z,IV,NAVAREA IV 1157/21(26).,POINT,20.062222,-72.967222,294.1,AMBER,YES,MANUAL,,OK,
103,NS-01,2026-03-20T23:23:03Z,20260320_232303Z,IV,NAVAREA IV 1003/21(28).,POINT,15.925000,-87.603333,349.1,AMBER,YES,MANUAL,,OK,
104,NS-01,2026-03-20T23:23:03Z,20260320_232303Z,IV,NAVAREA IV 778/21(28).,POINT,20.973333,-97.308333,446.1,AMBER,YES,MANUAL,,OK,
105,NS-01,2026-03-20T23:23:03Z,20260320_232303Z,IV,NAVAREA IV 278/21(28).,POINT,18.704722,-95.188333,478.6,AMBER,YES,MANUAL,,OK,
106,NS-01,2026-03-20T23:23:04Z,20260320_232304Z,IV,NAVAREA IV 277/21(28).,POINT,18.212500,-94.133333,466.4,AMBER,YES,MANUAL,,OK,
107,NS-01,2026-03-20T23:23:04Z,20260320_232304Z,IV,NAVAREA IV 144/21(28).,POINT,20.836667,-86.916667,93.3,AMBER,YES,MANUAL,,OK,
