Seq,Form,Time_UTC,Run_ID,NAVAREA,Warning_ID,Type,PSN_Lat,PSN_Lon,Dist_NM,Band,Plotted,Source_Kind,Source_URL,Status,Notes
118,NS-01,2026-03-11T01:51:23Z,20260311_015123Z,IV,NAVAREA IV 761/2025,POINT,-6.080167,-55.213667,474.2,AMBER,NO,MANUAL,,OK,
119,NS-01,2026-03-11T01:51:23Z,20260311_015123Z,IV,NAVAREA IV 1553/2024,POINT,21.578500,-81.638333,153.5,AMBER,NO,MANUAL,,OK,
119,NS-01,2026-03-11T01:51:23Z,20260311_015123Z,IV,NAVAREA IV 702/2024,POINT,24.487167,-97.742667,328.1,AMBER,NO,MANUAL,,OK,
120,NS-01,2026-03-11T01:51:23Z,20260311_015123Z,IV,NAVAREA IV 959/2023,POINT,8.556667,-59.995833,191.3,AMBER,NO,MANUAL,,OK,
121,NS-01,2026-03-11T01:51:23Z,20260311_015123Z,IV,NAVAREA IV 789/2025,POINT,10.604167,-66.945167,299.9,AMBER,NO,MANUAL,,OK,
121,NS-01,2026-03-11T01:51:23Z,20260311_015123Z,IV,NAVAREA IV 959/2023,POINT,8.556667,-59.995833,191.3,AMBER,NO,MANUAL,,OK,
122,NS-01,2026-03-11T01:51:23Z,20260311_015123Z,IV,NAVAREA IV 012/2025,POINT,16.106667,-88.276667,355.3,AMBER,NO,MANUAL,,OK,
123,NS-01,2026-03-11T01:51:24Z,20260311_015124Z,IV,NAVAREA IV 703/2024,POINT,19.312667,-87.446000,169.5,AMBER,NO,MANUAL,,OK,
123,NS-01,2026-03-11T01:51:24Z,20260311_015124Z,IV,NAVAREA IV 1377/2023,POINT,18.613333,-68.325000,274.9,AMBER,NO,MANUAL,,OK,
124,NS-01,2026-03-11T01:51:24Z,20260311_015124Z,IV,NAVAREA IV 829/2025,POINT,10.696833,-61.754167,55.5,AMBER,NO,MANUAL,,OK,
124,NS-01,2026-03-11T01:51:24Z,20260311_015124Z,IV,NAVAREA IV 090/2025,POINT,19.142667,-95.808000,473.7,AMBER,NO,MANUAL,,OK,

125,NS-01,2026-03-11T01:51:24Z,20260311_015124Z,IV,NAVAREA IV 710/2024,AREA,8.032333,-57.006167,194.3,AMBER,NO,MANUAL,,OK,
125,NS-01,2026-03-11T01:51:24Z,20260311_015124Z,IV,NAVAREA IV 1403/2023,POINT,18.274167,-87.835000,231.4,AMBER,NO,MANUAL,,OK,
126,NS-01,2026-03-11T01:51:24Z,20260311_015124Z,IV,NAVAREA IV 130/2025,POINT,17.203333,-87.530000,277.1,AMBER,NO,MANUAL,,OK,
126,NS-01,2026-03-11T01:51:24Z,20260311_015124Z,IV,NAVAREA IV 872/2025,LINE,1.319614,-69.275167,614.7,AMBER,NO,MANUAL,,OK,
126,NS-01,2026-03-11T01:51:24Z,20260311_015124Z,IV,NAVAREA IV 1403/2023,POINT,18.274167,-87.835000,231.4,AMBER,NO,MANUAL,,OK,
127,NS-01,2026-03-11T01:51:25Z,20260311_015125Z,IV,NAVAREA IV 1404/2023,POINT,22.115000,-91.398333,194.4,AMBER,NO,MANUAL,,OK,
128,NS-01,2026-03-11T01:51:24Z,20260311_015124Z,IV,NAVAREA IV 711/2024,AREA,8.011000,-56.743000,180.2,AMBER,NO,MANUAL,,OK,
128,NS-01,2026-03-11T01:51:25Z,20260311_015125Z,IV,NAVAREA IV 998/2025,POINT,10.471500,-61.563833,71.6,AMBER,NO,MANUAL,,OK,
129,NS-01,2026-03-11T01:51:25Z,20260311_015125Z,IV,NAVAREA IV 1404/2023,POINT,22.115000,-91.398333,194.4,AMBER,NO,MANUAL,,OK,
129,NS-01,2026-03-11T01:51:25Z,20260311_015125Z,IV,NAVAREA IV 155/2025,POINT,11.106667,-74.855000,313.7,AMBER,NO,MANUAL,,OK,
130,NS-01,2026-03-11T01:51:25Z,20260311_015125Z,IV,NAVAREA IV 012/2024,AREA,8.011000,-56.743000,180.2,AMBER,NO,MANUAL,,OK,
131,NS-01,2026-03-11T01:51:25Z,20260311_015125Z,IV,NAVAREA IV 722/2024,POINT,17.470000,-87.491667,261.8,AMBER,NO,MANUAL,,OK,
132,NS-01,2026-03-11T01:51:25Z,20260311_015125Z,IV,NAVAREA IV 1009/2025,POINT,10.138333,-60.991667,97.6,AMBER,NO,MANUAL,,OK,
133,NS-01,2026-03-11T01:51:25Z,20260311_015125Z,IV,NAVAREA IV 012/2024,AREA,8.011000,-56.743000,180.2,AMBER,NO,MANUAL,,OK,
133,NS-01,2026-03-11T01:51:25Z,20260311_015125Z,IV,NAVAREA IV 183/2025,POINT,11.381667,-63.120000,69.7,AMBER,NO,MANUAL,,OK,
134,NS-01,2026-03-11T01:51:25Z,20260311_015125Z,IV,NAVAREA IV 151/2024,POINT,10.703333,-62.140000,54.9,AMBER,NO,MANUAL,,OK,
135,NS-01,2026-03-11T01:51:25Z,20260311_015125Z,IV,NAVAREA IV 733/2024,LINE,41.713333,-70.505000,184.2,AMBER,NO,MANUAL,,OK,
136,NS-01,2026-03-11T01:51:25Z,20260311_015125Z,IV,NAVAREA IV 151/2024,POINT,10.703333,-62.140000,54.9,AMBER,NO,MANUAL,,OK,
136,NS-01,2026-03-11T01:51:25Z,20260311_015125Z,IV,NAVAREA IV 1114/2025,POINT,11.148333,-60.845000,38.0,RED,NO,MANUAL,,OK,
137,NS-01,2026-03-11T01:51:26Z,20260311_015126Z,IV,NAVAREA IV 311/2025,POINT,11.807167,-66.200000,249.8,AMBER,NO,MANUAL,,OK,
137,NS-01,2026-03-11T01:51:26Z,20260311_015126Z,IV,NAVAREA IV 161/2024,POINT,10.091667,-65.178333,210.5,AMBER,NO,MANUAL,,OK,
138,NS-01,2026-03-11T01:51:26Z,20260311_015126Z,IV,NAVAREA IV 746/2024,POINT,47.898833,-46.795667,2280.5,AMBER,NO,MANUAL,,OK,
139,NS-01,2026-03-11T01:51:26Z,20260311_015126Z,IV,NAVAREA IV 161/2024,POINT,10.091667,-65.178333,210.5,AMBER,NO,MANUAL,,OK,
140,NS-01,2026-03-11T01:51:47Z,20260311_015147Z,IV,NAVAREA IV 144/21,POINT,20.836667,-86.916667,93.3,AMBER,NO,MANUAL,,OK,
141,NS-01,2026-03-11T01:51:47Z,20260311_015147Z,IV,NAVAREA IV 277/21,POINT,18.212500,-94.133333,466.4,AMBER,NO,MANUAL,,OK,
142,NS-01,2026-03-11T01:51:47Z,20260311_015147Z,IV,NAVAREA IV 278/21,POINT,18.704722,-95.188333,478.6,AMBER,NO,MANUAL,,OK,
143,NS-01,2026-03-11T01:51:47Z,20260311_015147Z,IV,NAVAREA IV 778/21,POINT,20.973333,-97.308333,446.1,AMBER,NO,MANUAL,,OK,
144,NS-01,2026-03-11T01:51:47Z,20260311_015147Z,IV,NAVAREA IV 1003/21,POINT,15.925000,-87.603333,349.1,AMBER,NO,MANUAL,,OK,
145,NS-01,2026-03-11T01:51:47Z,20260311_015147Z,IV,NAVAREA IV 1157/21,POINT,20.062222,-72.967222,294.1,AMBER,NO,MANUAL,,OK,
146,NS-01,2026-03-11T01:51:48Z,20260311_015148Z,IV,NAVAREA IV 120/22,POINT,18.138333,-68.755000,237.3,AMBER,NO,MANUAL,,OK,
147,NS-01,2026-03-11T01:51:48Z,20260311_015148Z,IV,NAVAREA IV 141/22,POINT,16.108333,-88.266667,354.9,AMBER,NO,MANUAL,,OK,
148,NS-01,2026-03-11T01:51:48Z,20260311_015148Z,IV,NAVAREA IV 227/22,POINT,19.803333,-70.695000,284.2,AMBER,NO,MANUAL,,OK,
149,NS-01,2026-03-11T01:51:48Z,20260311_015148Z,IV,NAVAREA IV 367/22,POINT,19.785000,-87.463333,151.2,AMBER,NO,MANUAL,,OK,
150,NS-01,2026-03-11T01:51:48Z,20260311_015148Z,IV,NAVAREA IV 439/2022,POINT,21.526667,-86.805000,66.1,AMBER,NO,MANUAL,,OK,
151,NS-01,2026-03-11T01:51:48Z,20260311_015148Z,IV,NAVAREA IV 441/2022,POINT,17.741667,-77.158333,23.5,RED,NO,MANUAL,,OK,
152,NS-01,2026-03-11T01:51:48Z,20260311_015148Z,IV,NAVAREA IV 748/2022,POINT,11.990000,-68.643333,248.2,AMBER,NO,MANUAL,,OK,
153,NS-01,2026-03-11T01:51:49Z,20260311_015149Z,IV,NAVAREA IV 222/2023,AREA,18.226667,-63.069167,402.7,AMBER,NO,MANUAL,,OK,
154,NS-01,2026-03-11T01:51:49Z,20260311_015149Z,IV,NAVAREA IV 356/2023,POINT,20.211333,-87.430000,135.3,AMBER,NO,MANUAL,,OK,
155,NS-01,2026-03-11T01:51:49Z,20260311_015149Z,IV,NAVAREA IV 873/2023,POINT,15.865000,-87.965000,360.5,AMBER,NO,MANUAL,,OK,
156,NS-01,2026-03-11T01:51:49Z,20260311_015149Z,IV,NAVAREA IV 959/2023,POINT,8.556667,-59.995833,191.3,AMBER,NO,MANUAL,,OK,
157,NS-01,2026-03-11T01:51:49Z,20260311_015149Z,IV,NAVAREA IV 1377/2023,POINT,18.613333,-68.325000,274.9,AMBER,NO,MANUAL,,OK,
158,NS-01,2026-03-11T01:51:49Z,20260311_015149Z,IV,NAVAREA IV 1403/2023,POINT,18.274167,-87.835000,231.4,AMBER,NO,MANUAL,,OK,
159,NS-01,2026-03-11T01:51:49Z,20260311_015149Z,IV,NAVAREA IV 1404/2023,POINT,22.115000,-91.398333,194.4,AMBER,NO,MANUAL,,OK,
160,NS-01,2026-03-11T01:51:49Z,20260311_015149Z,IV,NAVAREA IV 012/2024,AREA,8.011000,-56.743000,180.2,AMBER,NO,MANUAL,,OK,
161,NS-01,2026-03-11T01:51:50Z,20260311_015150Z,IV,NAVAREA IV 151/2024,POINT,10.703333,-62.140000,54.9,AMBER,NO,MANUAL,,OK,
162,NS-01,2026-03-11T01:51:50Z,20260311_015150Z,IV,NAVAREA IV 161/2024,POINT,10.091667,-65.178333,210.5,AMBER,NO,MANUAL,,OK,
163,NS-01,2026-03-11T01:51:50Z,20260311_015150Z,IV,NAVAREA IV 177/2024,POINT,11.134500,-60.775833,36.9,RED,NO,MANUAL,,OK,
164,NS-01,2026-03-11T01:51:50Z,20260311_015150Z,IV,NAVAREA IV 214/2024,POINT,12.156167,-68.326833,253.5,AMBER,NO,MANUAL,,OK,
165,NS-01,2026-03-11T01:51:50Z,20260311_015150Z,IV,NAVAREA IV 325/2024,POINT,7.044500,-57.977500,259.5,AMBER,NO,MANUAL,,OK,
166,NS-01,2026-03-11T01:51:50Z,20260311_015150Z,IV,NAVAREA IV 437/2024,POINT,13.573500,-80.091833,279.8,AMBER,NO,MANUAL,,OK,
167,NS-01,2026-03-11T01:51:50Z,20260311_015150Z,IV,NAVAREA IV 701/2024,POINT,24.627000,-97.716167,322.9,AMBER,NO,MANUAL,,OK,
168,NS-01,2026-03-11T01:51:50Z,20260311_015150Z,IV,NAVAREA IV 702/2024,POINT,24.487167,-97.742667,328.1,AMBER,NO,MANUAL,,OK,
169,NS-01,2026-03-11T01:51:50Z,20260311_015150Z,IV,NAVAREA IV 703/2024,POINT,19.312667,-87.446000,169.5,AMBER,NO,MANUAL,,OK,
170,NS-01,2026-03-11T01:51:50Z,20260311_015150Z,IV,NAVAREA IV 710/2024,AREA,8.032333,-57.006167,194.3,AMBER,NO,MANUAL,,OK,
171,NS-01,2026-03-11T01:51:51Z,20260311_015151Z,IV,NAVAREA IV 711/2024,AREA,8.011000,-56.743000,180.2,AMBER,NO,MANUAL,,OK,
172,NS-01,2026-03-11T01:51:51Z,20260311_015151Z,IV,NAVAREA IV 722/2024,POINT,17.470000,-87.491667,261.8,AMBER,NO,MANUAL,,OK,
173,NS-01,2026-03-11T01:51:51Z,20260311_015151Z,IV,NAVAREA IV 733/2024,LINE,41.713333,-70.505000,184.2,AMBER,NO,MANUAL,,OK,
174,NS-01,2026-03-11T01:51:51Z,20260311_015151Z,IV,NAVAREA IV 746/2024,POINT,47.898833,-46.795667,2280.5,AMBER,NO,MANUAL,,OK,
175,NS-01,2026-03-11T01:51:51Z,20260311_015151Z,IV,NAVAREA IV 797/2024,POINT,12.595833,-61.407333,67.9,AMBER,NO,MANUAL,,OK,
176,NS-01,2026-03-11T01:51:51Z,20260311_015151Z,IV,NAVAREA IV 1125/2024,POINT,16.210000,-88.503333,356.1,AMBER,NO,MANUAL,,OK,
177,NS-01,2026-03-11T01:51:51Z,20260311_015151Z,IV,NAVAREA IV 1382/2024,POINT,18.464333,-69.876333,219.5,AMBER,NO,MANUAL,,OK,
178,NS-01,2026-03-11T01:51:51Z,20260311_015151Z,IV,NAVAREA IV 1524/2024,AREA,17.451000,-63.935667,348.6,AMBER,NO,MANUAL,,OK,
179,NS-01,2026-03-11T01:51:51Z,20260311_015151Z,IV,NAVAREA IV 1553/2024,POINT,21.578500,-81.638333,153.5,AMBER,NO,MANUAL,,OK,
180,NS-01,2026-03-11T01:51:52Z,20260311_015152Z,IV,NAVAREA IV 012/2025,POINT,16.106667,-88.276667,355.3,AMBER,NO,MANUAL,,OK,
181,NS-01,2026-03-11T01:51:52Z,20260311_015152Z,IV,NAVAREA IV 090/2025,POINT,19.142667,-95.808000,473.7,AMBER,NO,MANUAL,,OK,
182,NS-01,2026-03-11T01:51:52Z,20260311_015152Z,IV,NAVAREA IV 130/2025,POINT,17.203333,-87.530000,277.1,AMBER,NO,MANUAL,,OK,
183,NS-01,2026-03-11T01:51:52Z,20260311_015152Z,IV,NAVAREA IV 155/2025,POINT,11.106667,-74.855000,313.7,AMBER,NO,MANUAL,,OK,
184,NS-01,2026-03-11T01:51:52Z,20260311_015152Z,IV,NAVAREA IV 183/2025,POINT,11.381667,-63.120000,69.7,AMBER,NO,MANUAL,,OK,
185,NS-01,2026-03-11T01:51:52Z,20260311_015152Z,IV,NAVAREA IV 311/2025,POINT,11.807167,-66.200000,249.8,AMBER,NO,MANUAL,,OK,
186,NS-01,2026-03-11T01:51:52Z,20260311_015152Z,IV,NAVAREA IV 312/2025,POINT,11.811667,-66.184667,248.9,AMBER,NO,MANUAL,,OK,
187,NS-01,2026-03-11T01:51:53Z,20260311_015153Z,IV,NAVAREA IV 354/2025,AREA,10.998000,-64.284167,69.2,AMBER,NO,MANUAL,,OK,
188,NS-01,2026-03-11T01:51:53Z,20260311_015153Z,IV,NAVAREA IV 428/2025,POINT,12.171833,-68.863667,231.5,AMBER,NO,MANUAL,,OK,
189,NS-01,2026-03-11T01:51:53Z,20260311_015153Z,IV,NAVAREA IV 466/2025,POINT,12.480833,-81.730500,390.6,AMBER,NO,MANUAL,,OK,
190,NS-01,2026-03-11T01:51:53Z,20260311_015153Z,IV,NAVAREA IV 504/2025,POINT,9.381667,-79.898333,503.2,AMBER,NO,MANUAL,,OK,
191,NS-01,2026-03-11T01:51:53Z,20260311_015153Z,IV,NAVAREA IV 517/2025,AREA,27.176833,-93.726833,10.9,RED,NO,MANUAL,,OK,
192,NS-01,2026-03-11T01:51:53Z,20260311_015153Z,IV,NAVAREA IV 546/2025,POINT,29.883333,-89.945000,184.2,AMBER,NO,MANUAL,,OK,
193,NS-01,2026-03-11T01:51:54Z,20260311_015154Z,IV,NAVAREA IV 563/2025,POINT,11.082000,-64.216667,136.6,AMBER,NO,MANUAL,,OK,
194,NS-01,2026-03-11T01:51:54Z,20260311_015154Z,IV,NAVAREA IV 616/2025,LINE,41.700000,-70.505000,184.2,AMBER,NO,MANUAL,,OK,
195,NS-01,2026-03-11T01:51:54Z,20260311_015154Z,IV,NAVAREA IV 643/2025,POINT,10.900000,-65.205000,195.8,AMBER,NO,MANUAL,,OK,
196,NS-01,2026-03-11T01:51:54Z,20260311_015154Z,IV,NAVAREA IV 644/2025,POINT,11.201333,-70.777833,238.3,AMBER,NO,MANUAL,,OK,
197,NS-01,2026-03-11T01:51:54Z,20260311_015154Z,IV,NAVAREA IV 650/2025,POINT,9.392000,-79.895833,502.6,AMBER,NO,MANUAL,,OK,
198,NS-01,2026-03-11T01:51:54Z,20260311_015154Z,IV,NAVAREA IV 663/2025,POINT,9.392000,-79.897833,502.6,AMBER,NO,MANUAL,,OK,
199,NS-01,2026-03-11T01:51:54Z,20260311_015154Z,IV,NAVAREA IV 667/2025,POINT,14.605333,-61.062333,177.2,AMBER,NO,MANUAL,,OK,
200,NS-01,2026-03-11T01:51:54Z,20260311_015154Z,IV,NAVAREA IV 671/2025,POINT,10.841333,-64.156333,137.3,AMBER,NO,MANUAL,,OK,
201,NS-01,2026-03-11T01:51:55Z,20260311_015155Z,IV,NAVAREA IV 693/2025,AREA,15.848333,-87.375000,243.8,AMBER,NO,MANUAL,,OK,
202,NS-01,2026-03-11T01:51:55Z,20260311_015155Z,IV,NAVAREA IV 761/2025,POINT,-6.080167,-55.213667,474.2,AMBER,NO,MANUAL,,OK,
203,NS-01,2026-03-11T01:51:55Z,20260311_015155Z,IV,NAVAREA IV 789/2025,POINT,10.604167,-66.945167,299.9,AMBER,NO,MANUAL,,OK,
204,NS-01,2026-03-11T01:51:55Z,20260311_015155Z,IV,NAVAREA IV 829/2025,POINT,10.696833,-61.754167,55.5,AMBER,NO,MANUAL,,OK,
205,NS-01,2026-03-11T01:51:55Z,20260311_015155Z,IV,NAVAREA IV 872/2025,LINE,1.319614,-69.275167,614.7,AMBER,NO,MANUAL,,OK,
206,NS-01,2026-03-11T01:51:55Z,20260311_015155Z,IV,NAVAREA IV 998/2025,POINT,10.471500,-61.563833,71.6,AMBER,NO,MANUAL,,OK,
207,NS-01,2026-03-11T01:51:55Z,20260311_015155Z,IV,NAVAREA IV 1009/2025,POINT,10.138333,-60.991667,97.6,AMBER,NO,MANUAL,,OK,
208,NS-01,2026-03-11T01:51:56Z,20260311_015156Z,IV,NAVAREA IV 1114/2025,POINT,11.148333,-60.845000,38.0,RED,NO,MANUAL,,OK,
209,NS-01,2026-03-11T01:51:56Z,20260311_015156Z,IV,NAVAREA IV 1158/2025,POINT,10.223167,-64.703667,181.8,AMBER,NO,MANUAL,,OK,
210,NS-01,2026-03-11T01:51:56Z,20260311_015156Z,IV,NAVAREA IV 1170/2025,AREA,58.816667,-68.316833,2001.6,AMBER,NO,MANUAL,,OK,
211,NS-01,2026-03-11T01:51:56Z,20260311_015156Z,IV,NAVAREA IV 1174/2025,POINT,11.502500,-69.555667,243.0,AMBER,NO,MANUAL,,OK,
212,NS-01,2026-03-11T01:51:56Z,20260311_015156Z,IV,NAVAREA IV 1175/2025,POINT,11.043167,-64.377167,146.4,AMBER,NO,MANUAL,,OK,
213,NS-01,2026-03-11T01:51:56Z,20260311_015156Z,IV,NAVAREA IV 1282/2025,POINT,16.333333,-61.005500,279.6,AMBER,NO,MANUAL,,OK,
214,NS-01,2026-03-11T01:51:56Z,20260311_015156Z,IV,NAVAREA IV 1292/2025,LINE,61.548667,-59.386333,2287.6,AMBER,NO,MANUAL,,OK,
215,NS-01,2026-03-11T01:51:57Z,20260311_015157Z,IV,NAVAREA IV 1391/2025,POINT,11.221833,-68.438000,291.8,AMBER,NO,MANUAL,,OK,
216,NS-01,2026-03-11T01:51:57Z,20260311_015157Z,IV,NAVAREA IV 1404/2025,POINT,10.058833,-61.625833,94.6,AMBER,NO,MANUAL,,OK,
217,NS-01,2026-03-11T01:51:57Z,20260311_015157Z,IV,NAVAREA IV 1413/2025,POINT,6.965500,-57.809000,250.2,AMBER,NO,MANUAL,,OK,
218,NS-01,2026-03-11T01:51:57Z,20260311_015157Z,IV,NAVAREA IV 1430/2025,AREA,8.266000,-57.037167,194.6,AMBER,NO,MANUAL,,OK,
219,NS-01,2026-03-11T01:51:57Z,20260311_015157Z,IV,NAVAREA IV 1431/2025,AREA,8.162167,-57.162167,153.9,AMBER,NO,MANUAL,,OK,
220,NS-01,2026-03-11T01:51:57Z,20260311_015157Z,IV,NAVAREA IV 007/2026,AREA,8.011000,-56.743000,178.6,AMBER,NO,MANUAL,,OK,
221,NS-01,2026-03-11T01:51:58Z,20260311_015158Z,IV,NAVAREA IV 016/2026,AREA,27.889333,-95.683000,50.0,RED,NO,MANUAL,,OK,
222,NS-01,2026-03-11T01:51:58Z,20260311_015158Z,IV,NAVAREA IV 019/2026,POINT,10.049500,-61.927833,93.1,AMBER,NO,MANUAL,,OK,
223,NS-01,2026-03-11T01:51:58Z,20260311_015158Z,IV,NAVAREA IV 027/2026,POINT,11.177000,-60.727000,33.5,RED,NO,MANUAL,,OK,
224,NS-01,2026-03-11T01:51:58Z,20260311_015158Z,IV,NAVAREA IV 053/2026,POINT,25.237333,-97.128667,278.4,AMBER,NO,MANUAL,,OK,
225,NS-01,2026-03-11T01:51:58Z,20260311_015158Z,IV,NAVAREA IV 055/2026,POINT,20.720000,-75.319167,230.1,AMBER,NO,MANUAL,,OK,
226,NS-01,2026-03-11T01:51:58Z,20260311_015158Z,IV,NAVAREA IV 079/2026,POINT,10.087833,-61.279500,99.2,AMBER,NO,MANUAL,,OK,
227,NS-01,2026-03-11T01:51:58Z,20260311_015158Z,IV,NAVAREA IV 098/2026,AREA,8.000000,-57.165000,168.0,AMBER,NO,MANUAL,,OK,
228,NS-01,2026-03-11T01:51:58Z,20260311_015158Z,IV,NAVAREA IV 099/2026,AREA,7.050000,-59.960000,258.0,AMBER,NO,MANUAL,,OK,
229,NS-01,2026-03-11T01:51:59Z,20260311_015159Z,IV,NAVAREA IV 113/2026,POINT,9.381667,-79.898333,503.2,AMBER,NO,MANUAL,,OK,
230,NS-01,2026-03-11T01:51:59Z,20260311_015159Z,IV,NAVAREA IV 127/2026,LINE,41.700000,-70.500000,184.2,AMBER,NO,MANUAL,,OK,
231,NS-01,2026-03-11T01:51:59Z,20260311_015159Z,IV,NAVAREA IV 133/2026,LINE,16.469667,-75.608167,110.7,AMBER,NO,MANUAL,,OK,
232,NS-01,2026-03-11T01:51:59Z,20260311_015159Z,IV,NAVAREA IV 153/2026,LINE,11.422500,-58.640667,109.1,AMBER,NO,MANUAL,,OK,
233,NS-01,2026-03-11T01:51:59Z,20260311_015159Z,IV,NAVAREA IV 158/2026,AREA,15.796667,-79.848333,175.0,AMBER,NO,MANUAL,,OK,
234,NS-01,2026-03-11T01:51:59Z,20260311_015159Z,IV,NAVAREA IV 161/2026,POINT,10.812000,-61.364333,58.8,AMBER,NO,MANUAL,,OK,
235,NS-01,2026-03-11T01:51:59Z,20260311_015159Z,IV,NAVAREA IV 167/2026,AREA,27.402333,-92.096833,22.8,RED,NO,MANUAL,,OK,
236,NS-01,2026-03-11T01:51:59Z,20260311_015159Z,IV,NAVAREA IV 180/2026,AREA,15.785667,-88.604333,378.1,AMBER,NO,MANUAL,,OK,
237,NS-01,2026-03-11T01:51:59Z,20260311_015159Z,IV,NAVAREA IV 187/2026,AREA,31.950000,-77.016667,755.8,AMBER,NO,MANUAL,,OK,
238,NS-01,2026-03-11T01:52:00Z,20260311_015200Z,IV,NAVAREA IV 189/2026,LINE,10.365667,-60.604667,79.7,AMBER,NO,MANUAL,,OK,
239,NS-01,2026-03-11T01:52:00Z,20260311_015200Z,IV,NAVAREA IV 204/2026,LINE,12.323056,-92.051667,6.1,RED,NO,MANUAL,,OK,
240,NS-01,2026-03-11T01:52:00Z,20260311_015200Z,IV,NAVAREA IV 207/2026,AREA,29.016667,-75.000000,480.9,AMBER,NO,MANUAL,,OK,
241,NS-01,2026-03-11T01:52:00Z,20260311_015200Z,IV,NAVAREA IV 213/2026,POINT,14.583333,-61.789333,179.4,AMBER,NO,MANUAL,,OK,
242,NS-01,2026-03-11T01:52:00Z,20260311_015200Z,IV,NAVAREA IV 215/2026,AREA,31.950000,-77.016667,479.5,AMBER,NO,MANUAL,,OK,
243,NS-01,2026-03-11T01:52:00Z,20260311_015200Z,IV,NAVAREA IV 217/2026,AREA,31.950000,-77.016667,479.5,AMBER,NO,MANUAL,,OK,
244,NS-01,2026-03-11T01:52:00Z,20260311_015200Z,IV,NAVAREA IV 218/2026,LINE,21.600000,-85.975000,39.2,RED,NO,MANUAL,,OK,
245,NS-01,2026-03-11T01:52:00Z,20260311_015200Z,IV,NAVAREA IV 219/2026,LINE,46.666667,-53.166667,1533.2,AMBER,NO,MANUAL,,OK,
246,NS-01,2026-03-11T01:57:43Z,20260311_015743Z,IV,NAVAREA IV 144/21,POINT,20.836667,-86.916667,93.3,AMBER,NO,MANUAL,,OK,
247,NS-01,2026-03-11T01:57:43Z,20260311_015743Z,IV,NAVAREA IV 277/21,POINT,18.212500,-94.133333,466.4,AMBER,NO,MANUAL,,OK,
248,NS-01,2026-03-11T02:20:55Z,20260311_022055Z,IV,NAVAREA IV 133/2026,LINE,16.469667,-75.608167,110.7,AMBER,NO,MANUAL,,OK,
249,NS-01,2026-03-11T02:20:56Z,20260311_022056Z,IV,NAVAREA IV 153/2026,LINE,11.422500,-58.640667,109.1,AMBER,NO,MANUAL,,OK,
250,NS-01,2026-03-11T02:23:27Z,20260311_022327Z,IV,NAVAREA IV 144/21,POINT,20.836667,-86.916667,93.3,AMBER,NO,MANUAL,,OK,
251,NS-01,2026-03-11T02:23:27Z,20260311_022327Z,IV,NAVAREA IV 277/2021,POINT,18.212500,-94.133333,466.4,AMBER,NO,MANUAL,,OK,
252,NS-01,2026-03-11T02:23:27Z,20260311_022327Z,IV,NAVAREA IV 278/2021,POINT,18.704722,-95.188333,476.5,AMBER,NO,MANUAL,,OK,
253,NS-01,2026-03-11T02:23:27Z,20260311_022327Z,IV,NAVAREA IV 778/2021,POINT,20.973333,-97.308333,446.1,AMBER,NO,MANUAL,,OK,
254,NS-01,2026-03-11T02:23:27Z,20260311_022327Z,IV,NAVAREA IV 1003/2021,POINT,15.925000,-87.603333,349.1,AMBER,NO,MANUAL,,OK,
255,NS-01,2026-03-11T02:23:27Z,20260311_022327Z,IV,NAVAREA IV 1157/2021,POINT,20.062222,-72.967222,294.1,AMBER,NO,MANUAL,,OK,
256,NS-01,2026-03-11T02:23:27Z,20260311_022327Z,IV,NAVAREA IV 120/2022,POINT,18.138333,-68.755000,237.3,AMBER,NO,MANUAL,,OK,
257,NS-01,2026-03-11T02:23:27Z,20260311_022327Z,IV,NAVAREA IV 141/2022,POINT,16.108333,-88.266667,354.9,AMBER,NO,MANUAL,,OK,
258,NS-01,2026-03-11T02:23:27Z,20260311_022327Z,IV,NAVAREA IV 227/2022,POINT,19.803333,-70.695000,284.2,AMBER,NO,MANUAL,,OK,
259,NS-01,2026-03-11T02:23:27Z,20260311_022327Z,IV,NAVAREA IV 367/2022,POINT,19.785000,-87.463333,151.2,AMBER,NO,MANUAL,,OK,
260,NS-01,2026-03-11T02:23:27Z,20260311_022327Z,IV,NAVAREA IV 439/2022,POINT,21.526667,-86.805000,66.1,AMBER,NO,MANUAL,,OK,
261,NS-01,2026-03-11T02:23:28Z,20260311_022328Z,IV,NAVAREA IV 441/2022,POINT,17.741667,-77.158333,23.5,RED,NO,MANUAL,,OK,
262,NS-01,2026-03-11T02:23:28Z,20260311_022328Z,IV,NAVAREA IV 748/2022,POINT,11.990000,-68.643333,248.2,AMBER,NO,MANUAL,,OK,
263,NS-01,2026-03-11T02:23:28Z,20260311_022328Z,IV,NAVAREA IV 222/2023,AREA,18.226667,-63.069167,402.7,AMBER,NO,MANUAL,,OK,
264,NS-01,2026-03-11T02:23:28Z,20260311_022328Z,IV,NAVAREA IV 356/2023,POINT,20.211333,-87.430000,135.3,AMBER,NO,MANUAL,,OK,
265,NS-01,2026-03-11T02:23:28Z,20260311_022328Z,IV,NAVAREA IV 873/2023,POINT,15.865000,-87.965000,360.5,AMBER,NO,MANUAL,,OK,
266,NS-01,2026-03-11T02:23:28Z,20260311_022328Z,IV,NAVAREA IV 959/2023,POINT,8.556667,-59.995833,191.3,AMBER,NO,MANUAL,,OK,
