Seq,Form,Time_UTC,Run_ID,NAVAREA,Warning_ID,Type,PSN_Lat,PSN_Lon,Dist_NM,Band,Plotted,Source_Kind,Source_URL,Status,Notes
12,NS-01,2026-03-11T01:51:10Z,20260311_015110Z,IV,NAVAREA IV 441/2022,POINT,17.741667,-77.158333,23.5,RED,NO,MANUAL,,OK,
13,NS-01,2026-03-11T01:51:10Z,20260311_015110Z,IV,NAVAREA IV 748/2022,POINT,11.990000,-68.643333,248.2,AMBER,NO,MANUAL,,OK,
14,NS-01,2026-03-11T01:51:10Z,20260311_015110Z,IV,NAVAREA IV 222/2023,AREA,18.226667,-63.069167,402.7,AMBER,NO,MANUAL,,OK,
15,NS-01,2026-03-11T01:51:10Z,20260311_015110Z,IV,NAVAREA IV 356/2023,POINT,20.211333,-87.430000,135.3,AMBER,NO,MANUAL,,OK,
16,NS-01,2026-03-11T01:51:11Z,20260311_015111Z,IV,NAVAREA IV 873/2023,POINT,15.865000,-87.965000,360.5,AMBER,NO,MANUAL,,OK,
17,NS-01,2026-03-11T01:51:11Z,20260311_015111Z,IV,NAVAREA IV 959/2023,POINT,8.556667,-59.995833,191.3,AMBER,NO,MANUAL,,OK,
18,NS-01,2026-03-11T01:51:11Z,20260311_015111Z,IV,NAVAREA IV 1377/2023,POINT,18.613333,-68.325000,274.9,AMBER,NO,MANUAL,,OK,
19,NS-01,2026-03-11T01:51:11Z,20260311_015111Z,IV,NAVAREA IV 1403/2023,POINT,18.274167,-87.835000,231.4,AMBER,NO,MANUAL,,OK,
20,NS-01,2026-03-11T01:51:11Z,20260311_015111Z,IV,NAVAREA IV 1404/2023,POINT,22.115000,-91.398333,194.4,AMBER,NO,MANUAL,,OK,
21,NS-01,2026-03-11T01:51:11Z,20260311_015111Z,IV,NAVAREA IV 012/2024,AREA,8.011000,-56.743000,180.2,AMBER,NO,MANUAL,,OK,
22,NS-01,2026-03-11T01:51:11Z,20260311_015111Z,IV,NAVAREA IV 151/2024,POINT,10.703333,-62.140000,54.9,AMBER,NO,MANUAL,,OK,
23,NS-01,2026-03-11T01:51:12Z,20260311_015112Z,IV,NAVAREA IV 161/2024,POINT,10.091667,-65.178333,210.5,AMBER,NO,MANUAL,,OK,
24,NS-01,2026-03-11T01:51:12Z,20260311_015112Z,IV,NAVAREA IV 177/2024,POINT,11.134500,-60.775833,36.9,RED,NO,MANUAL,,OK,
25,NS-01,2026-03-11T01:51:12Z,20260311_015112Z,IV,NAVAREA IV 144/21,POINT,20.836667,-86.916667,93.3,AMBER,NO,MANUAL,,OK,
26,NS-01,2026-03-11T01:51:12Z,20260311_015112Z,IV,NAVAREA IV 214/2024,POINT,12.156167,-68.326833,253.5,AMBER,NO,MANUAL,,OK,
27,NS-01,2026-03-11T01:51:12Z,20260311_015112Z,IV,NAVAREA IV 277/21,POINT,18.212500,-94.133333,466.4,AMBER,NO,MANUAL,,OK,
28,NS-01,2026-03-11T01:51:12Z,20260311_015112Z,IV,NAVAREA IV 325/2024,POINT,7.044500,-57.977500,259.5,AMBER,NO,MANUAL,,OK,
29,NS-01,2026-03-11T01:51:12Z,20260311_015112Z,IV,NAVAREA IV 278/21,POINT,18.704722,-95.188333,478.6,AMBER,NO,MANUAL,,OK,
30,NS-01,2026-03-11T01:51:12Z,20260311_015112Z,IV,NAVAREA IV 437/2024,POINT,13.573500,-80.091833,279.8,AMBER,NO,MANUAL,,OK,
31,NS-01,2026-03-11T01:51:13Z,20260311_015113Z,IV,NAVAREA IV 778/21,POINT,20.973333,-97.308333,446.1,AMBER,NO,MANUAL,,OK,
32,NS-01,2026-03-11T01:51:13Z,20260311_015113Z,IV,NAVAREA IV 701/2024,POINT,24.627000,-97.716167,322.9,AMBER,NO,MANUAL,,OK,
33,NS-01,2026-03-11T01:51:13Z,20260311_015113Z,IV,NAVAREA IV 1003/21,POINT,15.925000,-87.603333,349.1,AMBER,NO,MANUAL,,OK,
34,NS-01,2026-03-11T01:51:13Z,20260311_015113Z,IV,NAVAREA IV 702/2024,POINT,24.487167,-97.742667,328.1,AMBER,NO,MANUAL,,OK,
35,NS-01,2026-03-11T01:51:13Z,20260311_015113Z,IV,NAVAREA IV 1157/21,POINT,20.062222,-72.967222,294.1,AMBER,NO,MANUAL,,OK,
36,NS-01,2026-03-11T01:51:13Z,20260311_015113Z,IV,NAVAREA IV 703/2024,POINT,19.312667,-87.446000,169.5,AMBER,NO,MANUAL,,OK,
37,NS-01,2026-03-11T01:51:13Z,20260311_015113Z,IV,NAVAREA IV 120/22,POINT,18.138333,-68.755000,237.3,AMBER,NO,MANUAL,,OK,
38,NS-01,2026-03-11T01:51:13Z,20260311_015113Z,IV,NAVAREA IV 710/2024,AREA,8.032333,-57.006167,194.3,AMBER,NO,MANUAL,,OK,
39,NS-01,2026-03-11T01:51:13Z,20260311_015113Z,IV,NAVAREA IV 141/22,POINT,16.108333,-88.266667,354.9,AMBER,NO,MANUAL,,OK,
40,NS-01,2026-03-11T01:51:14Z,20260311_015114Z,IV,NAVAREA IV 711/2024,AREA,8.011000,-56.743000,180.2,AMBER,NO,MANUAL,,OK,
41,NS-01,2026-03-11T01:51:14Z,20260311_015114Z,IV,NAVAREA IV 227/22,POINT,19.803333,-70.695000,284.2,AMBER,NO,MANUAL,,OK,
42,NS-01,2026-03-11T01:51:14Z,20260311_015114Z,IV,NAVAREA IV 722/2024,POINT,17.470000,-87.491667,261.8,AMBER,NO,MANUAL,,OK,
43,NS-01,2026-03-11T01:51:14Z,20260311_015114Z,IV,NAVAREA IV 367/22,POINT,19.785000,-87.463333,151.2,AMBER,NO,MANUAL,,OK,
44,NS-01,2026-03-11T01:51:14Z,20260311_015114Z,IV,NAVAREA IV 733/2024,LINE,41.713333,-70.505000,184.2,AMBER,NO,MANUAL,,OK,
45,NS-01,2026-03-11T01:51:14Z,20260311_015114Z,IV,NAVAREA IV 439/2022,POINT,21.526667,-86.805000,66.1,AMBER,NO,MANUAL,,OK,
46,NS-01,2026-03-11T01:51:14Z,20260311_015114Z,IV,NAVAREA IV 746/2024,POINT,47.898833,-46.795667,2280.5,AMBER,NO,MANUAL,,OK,
47,NS-01,2026-03-11T01:51:14Z,20260311_015114Z,IV,NAVAREA IV 144/21,POINT,20.836667,-86.916667,93.3,AMBER,NO,MANUAL,,OK,
48,NS-01,2026-03-11T01:51:14Z,20260311_015114Z,IV,NAVAREA IV 441/2022,POINT,17.741667,-77.158333,23.5,RED,NO,MANUAL,,OK,
49,NS-01,2026-03-11T01:51:14Z,20260311_015114Z,IV,NAVAREA IV 797/2024,POINT,12.595833,-61.407333,67.9,AMBER,NO,MANUAL,,OK,
49,NS-01,2026-03-11T01:51:14Z,20260311_015114Z,IV,NAVAREA IV 277/21,POINT,18.212500,-94.133333,466.4,AMBER,NO,MANUAL,,OK,
50,NS-01,2026-03-11T01:51:14Z,20260311_015114Z,IV,NAVAREA IV 748/2022,POINT,11.990000,-68.643333,248.2,AMBER,NO,MANUAL,,OK,
51,NS-01,2026-03-11T01:51:15Z,20260311_015115Z,IV,NAVAREA IV 278/21,POINT,18.704722,-95.188333,478.6,AMBER,NO,MANUAL,,OK,
51,NS-01,2026-03-11T01:51:15Z,20260311_015115Z,IV,NAVAREA IV 1125/2024,POINT,16.210000,-88.503333,356.1,AMBER,NO,MANUAL,,OK,
52,NS-01,2026-03-11T01:51:15Z,20260311_015115Z,IV,NAVAREA IV 222/2023,AREA,18.226667,-63.069167,402.7,AMBER,NO,MANUAL,,OK,
53,NS-01,2026-03-11T01:51:15Z,20260311_015115Z,IV,NAVAREA IV 1382/2024,POINT,18.464333,-69.876333,219.5,AMBER,NO,MANUAL,,OK,
53,NS-01,2026-03-11T01:51:15Z,20260311_015115Z,IV,NAVAREA IV 356/2023,POINT,20.211333,-87.430000,135.3,AMBER,NO,MANUAL,,OK,
53,NS-01,2026-03-11T01:51:15Z,20260311_015115Z,IV,NAVAREA IV 778/21,POINT,20.973333,-97.308333,446.1,AMBER,NO,MANUAL,,OK,
54,NS-01,2026-03-11T01:51:15Z,20260311_015115Z,IV,NAVAREA IV 873/2023,POINT,15.865000,-87.965000,360.5,AMBER,NO,MANUAL,,OK,
54,NS-01,2026-03-11T01:51:15Z,20260311_015115Z,IV,NAVAREA IV 1003/21,POINT,15.925000,-87.603333,349.1,AMBER,NO,MANUAL,,OK,
55,NS-01,2026-03-11T01:51:15Z,20260311_015115Z,IV,NAVAREA IV 1524/2024,AREA,17.451000,-63.935667,348.6,AMBER,NO,MANUAL,,OK,
56,NS-01,2026-03-11T01:51:16Z,20260311_015116Z,IV,NAVAREA IV 959/2023,POINT,8.556667,-59.995833,191.3,AMBER,NO,MANUAL,,OK,
56,NS-01,2026-03-11T01:51:16Z,20260311_015116Z,IV,NAVAREA IV 1157/21,POINT,20.062222,-72.967222,294.1,AMBER,NO,MANUAL,,OK,
57,NS-01,2026-03-11T01:51:16Z,20260311_015116Z,IV,NAVAREA IV 1553/2024,POINT,21.578500,-81.638333,153.5,AMBER,NO,MANUAL,,OK,
58,NS-01,2026-03-11T01:51:16Z,20260311_015116Z,IV,NAVAREA IV 1377/2023,POINT,18.613333,-68.325000,274.9,AMBER,NO,MANUAL,,OK,
58,NS-01,2026-03-11T01:51:16Z,20260311_015116Z,IV,NAVAREA IV 120/22,POINT,18.138333,-68.755000,237.3,AMBER,NO,MANUAL,,OK,
59,NS-01,2026-03-11T01:51:16Z,20260311_015116Z,IV,NAVAREA IV 012/2025,POINT,16.106667,-88.276667,355.3,AMBER,NO,MANUAL,,OK,
60,NS-01,2026-03-11T01:51:16Z,20260311_015116Z,IV,NAVAREA IV 1403/2023,POINT,18.274167,-87.835000,231.4,AMBER,NO,MANUAL,,OK,
61,NS-01,2026-03-11T01:51:16Z,20260311_015116Z,IV,NAVAREA IV 141/22,POINT,16.108333,-88.266667,354.9,AMBER,NO,MANUAL,,OK,
61,NS-01,2026-03-11T01:51:16Z,20260311_015116Z,IV,NAVAREA IV 090/2025,POINT,19.142667,-95.808000,473.7,AMBER,NO,MANUAL,,OK,
62,NS-01,2026-03-11T01:51:16Z,20260311_015116Z,IV,NAVAREA IV 1404/2023,POINT,22.115000,-91.398333,194.4,AMBER,NO,MANUAL,,OK,
63,NS-01,2026-03-11T01:51:16Z,20260311_015116Z,IV,NAVAREA IV 227/22,POINT,19.803333,-70.695000,284.2,AMBER,NO,MANUAL,,OK,
64,NS-01,2026-03-11T01:51:16Z,20260311_015116Z,IV,NAVAREA IV 130/2025,POINT,17.203333,-87.530000,277.1,AMBER,NO,MANUAL,,OK,
65,NS-01,2026-03-11T01:51:16Z,20260311_015116Z,IV,NAVAREA IV 012/2024,AREA,8.011000,-56.743000,180.2,AMBER,NO,MANUAL,,OK,
66,NS-01,2026-03-11T01:51:16Z,20260311_015116Z,IV,NAVAREA IV 367/22,POINT,19.785000,-87.463333,151.2,AMBER,NO,MANUAL,,OK,
67,NS-01,2026-03-11T01:51:17Z,20260311_015117Z,IV,NAVAREA IV 155/2025,POINT,11.106667,-74.855000,313.7,AMBER,NO,MANUAL,,OK,
68,NS-01,2026-03-11T01:51:17Z,20260311_015117Z,IV,NAVAREA IV 151/2024,POINT,10.703333,-62.140000,54.9,AMBER,NO,MANUAL,,OK,
69,NS-01,2026-03-11T01:51:17Z,20260311_015117Z,IV,NAVAREA IV 439/2022,POINT,21.526667,-86.805000,66.1,AMBER,NO,MANUAL,,OK,
70,NS-01,2026-03-11T01:51:17Z,20260311_015117Z,IV,NAVAREA IV 183/2025,POINT,11.381667,-63.120000,69.7,AMBER,NO,MANUAL,,OK,
71,NS-01,2026-03-11T01:51:17Z,20260311_015117Z,IV,NAVAREA IV 161/2024,POINT,10.091667,-65.178333,210.5,AMBER,NO,MANUAL,,OK,
72,NS-01,2026-03-11T01:51:17Z,20260311_015117Z,IV,NAVAREA IV 441/2022,POINT,17.741667,-77.158333,23.5,RED,NO,MANUAL,,OK,
72,NS-01,2026-03-11T01:51:17Z,20260311_015117Z,IV,NAVAREA IV 311/2025,POINT,11.807167,-66.200000,249.8,AMBER,NO,MANUAL,,OK,
73,NS-01,2026-03-11T01:51:17Z,20260311_015117Z,IV,NAVAREA IV 177/2024,POINT,11.134500,-60.775833,36.9,RED,NO,MANUAL,,OK,
74,NS-01,2026-03-11T01:51:17Z,20260311_015117Z,IV,NAVAREA IV 748/2022,POINT,11.990000,-68.643333,248.2,AMBER,NO,MANUAL,,OK,
74,NS-01,2026-03-11T01:51:17Z,20260311_015117Z,IV,NAVAREA IV 312/2025,POINT,11.811667,-66.184667,248.9,AMBER,NO,MANUAL,,OK,
75,NS-01,2026-03-11T01:51:17Z,20260311_015117Z,IV,NAVAREA IV 144/21,POINT,20.836667,-86.916667,93.3,AMBER,NO,MANUAL,,OK,
76,NS-01,2026-03-11T01:51:17Z,20260311_015117Z,IV,NAVAREA IV 214/2024,POINT,12.156167,-68.326833,253.5,AMBER,NO,MANUAL,,OK,
77,NS-01,2026-03-11T01:51:17Z,20260311_015117Z,IV,NAVAREA IV 222/2023,AREA,18.226667,-63.069167,402.7,AMBER,NO,MANUAL,,OK,
77,NS-01,2026-03-11T01:51:17Z,20260311_015117Z,IV,NAVAREA IV 354/2025,AREA,10.998000,-64.284167,69.2,AMBER,NO,MANUAL,,OK,
78,NS-01,2026-03-11T01:51:18Z,20260311_015118Z,IV,NAVAREA IV 144/21,POINT,20.836667,-86.916667,93.3,AMBER,NO,MANUAL,,OK,
78,NS-01,2026-03-11T01:51:17Z,20260311_015117Z,IV,NAVAREA IV 277/21,POINT,18.212500,-94.133333,466.4,AMBER,NO,MANUAL,,OK,
78,NS-01,2026-03-11T01:51:18Z,20260311_015118Z,IV,NAVAREA IV 325/2024,POINT,7.044500,-57.977500,259.5,AMBER,NO,MANUAL,,OK,
79,NS-01,2026-03-11T01:51:18Z,20260311_015118Z,IV,NAVAREA IV 356/2023,POINT,20.211333,-87.430000,135.3,AMBER,NO,MANUAL,,OK,
79,NS-01,2026-03-11T01:51:18Z,20260311_015118Z,IV,NAVAREA IV 428/2025,POINT,12.171833,-68.863667,231.5,AMBER,NO,MANUAL,,OK,
80,NS-01,2026-03-11T01:51:18Z,20260311_015118Z,IV,NAVAREA IV 277/21,POINT,18.212500,-94.133333,466.4,AMBER,NO,MANUAL,,OK,
80,NS-01,2026-03-11T01:51:18Z,20260311_015118Z,IV,NAVAREA IV 278/21,POINT,18.704722,-95.188333,478.6,AMBER,NO,MANUAL,,OK,
81,NS-01,2026-03-11T01:51:18Z,20260311_015118Z,IV,NAVAREA IV 437/2024,POINT,13.573500,-80.091833,279.8,AMBER,NO,MANUAL,,OK,
82,NS-01,2026-03-11T01:51:18Z,20260311_015118Z,IV,NAVAREA IV 466/2025,POINT,12.480833,-81.730500,390.6,AMBER,NO,MANUAL,,OK,
82,NS-01,2026-03-11T01:51:18Z,20260311_015118Z,IV,NAVAREA IV 873/2023,POINT,15.865000,-87.965000,360.5,AMBER,NO,MANUAL,,OK,
83,NS-01,2026-03-11T01:51:18Z,20260311_015118Z,IV,NAVAREA IV 278/21,POINT,18.704722,-95.188333,478.6,AMBER,NO,MANUAL,,OK,
84,NS-01,2026-03-11T01:51:18Z,20260311_015118Z,IV,NAVAREA IV 778/21,POINT,20.973333,-97.308333,446.1,AMBER,NO,MANUAL,,OK,
84,NS-01,2026-03-11T01:51:18Z,20260311_015118Z,IV,NAVAREA IV 701/2024,POINT,24.627000,-97.716167,322.9,AMBER,NO,MANUAL,,OK,
84,NS-01,2026-03-11T01:51:19Z,20260311_015119Z,IV,NAVAREA IV 504/2025,POINT,9.381667,-79.898333,503.2,AMBER,NO,MANUAL,,OK,
85,NS-01,2026-03-11T01:51:19Z,20260311_015119Z,IV,NAVAREA IV 959/2023,POINT,8.556667,-59.995833,191.3,AMBER,NO,MANUAL,,OK,
86,NS-01,2026-03-11T01:51:19Z,20260311_015119Z,IV,NAVAREA IV 778/21,POINT,20.973333,-97.308333,446.1,AMBER,NO,MANUAL,,OK,
86,NS-01,2026-03-11T01:51:19Z,20260311_015119Z,IV,NAVAREA IV 1003/21,POINT,15.925000,-87.603333,349.1,AMBER,NO,MANUAL,,OK,
87,NS-01,2026-03-11T01:51:19Z,20260311_015119Z,IV,NAVAREA IV 517/2025,AREA,27.176833,-93.726833,10.9,RED,NO,MANUAL,,OK,
87,NS-01,2026-03-11T01:51:19Z,20260311_015119Z,IV,NAVAREA IV 702/2024,POINT,24.487167,-97.742667,328.1,AMBER,NO,MANUAL,,OK,
87,NS-01,2026-03-11T01:51:19Z,20260311_015119Z,IV,NAVAREA IV 1377/2023,POINT,18.613333,-68.325000,274.9,AMBER,NO,MANUAL,,OK,
88,NS-01,2026-03-11T01:51:19Z,20260311_015119Z,IV,NAVAREA IV 1003/21,POINT,15.925000,-87.603333,349.1,AMBER,NO,MANUAL,,OK,
88,NS-01,2026-03-11T01:51:19Z,20260311_015119Z,IV,NAVAREA IV 1157/21,POINT,20.062222,-72.967222,294.1,AMBER,NO,MANUAL,,OK,
89,NS-01,2026-03-11T01:51:19Z,20260311_015119Z,IV,NAVAREA IV 703/2024,POINT,19.312667,-87.446000,169.5,AMBER,NO,MANUAL,,OK,
89,NS-01,2026-03-11T01:51:19Z,20260311_015119Z,IV,NAVAREA IV 546/2025,POINT,29.883333,-89.945000,184.2,AMBER,NO,MANUAL,,OK,
90,NS-01,2026-03-11T01:51:19Z,20260311_015119Z,IV,NAVAREA IV 1403/2023,POINT,18.274167,-87.835000,231.4,AMBER,NO,MANUAL,,OK,
90,NS-01,2026-03-11T01:51:19Z,20260311_015119Z,IV,NAVAREA IV 1157/21,POINT,20.062222,-72.967222,294.1,AMBER,NO,MANUAL,,OK,
90,NS-01,2026-03-11T01:51:20Z,20260311_015120Z,IV,NAVAREA IV 120/22,POINT,18.138333,-68.755000,237.3,AMBER,NO,MANUAL,,OK,
91,NS-01,2026-03-11T01:51:20Z,20260311_015120Z,IV,NAVAREA IV 710/2024,AREA,8.032333,-57.006167,194.3,AMBER,NO,MANUAL,,OK,
91,NS-01,2026-03-11T01:51:20Z,20260311_015120Z,IV,NAVAREA IV 563/2025,POINT,11.082000,-64.216667,136.6,AMBER,NO,MANUAL,,OK,
92,NS-01,2026-03-11T01:51:20Z,20260311_015120Z,IV,NAVAREA IV 1404/2023,POINT,22.115000,-91.398333,194.4,AMBER,NO,MANUAL,,OK,
92,NS-01,2026-03-11T01:51:20Z,20260311_015120Z,IV,NAVAREA IV 120/22,POINT,18.138333,-68.755000,237.3,AMBER,NO,MANUAL,,OK,
93,NS-01,2026-03-11T01:51:20Z,20260311_015120Z,IV,NAVAREA IV 141/22,POINT,16.108333,-88.266667,354.9,AMBER,NO,MANUAL,,OK,
94,NS-01,2026-03-11T01:51:20Z,20260311_015120Z,IV,NAVAREA IV 616/2025,LINE,41.700000,-70.505000,184.2,AMBER,NO,MANUAL,,OK,
94,NS-01,2026-03-11T01:51:20Z,20260311_015120Z,IV,NAVAREA IV 711/2024,AREA,8.011000,-56.743000,180.2,AMBER,NO,MANUAL,,OK,
95,NS-01,2026-03-11T01:51:20Z,20260311_015120Z,IV,NAVAREA IV 012/2024,AREA,8.011000,-56.743000,180.2,AMBER,NO,MANUAL,,OK,
96,NS-01,2026-03-11T01:51:20Z,20260311_015120Z,IV,NAVAREA IV 141/22,POINT,16.108333,-88.266667,354.9,AMBER,NO,MANUAL,,OK,
96,NS-01,2026-03-11T01:51:20Z,20260311_015120Z,IV,NAVAREA IV 227/22,POINT,19.803333,-70.695000,284.2,AMBER,NO,MANUAL,,OK,
97,NS-01,2026-03-11T01:51:21Z,20260311_015121Z,IV,NAVAREA IV 643/2025,POINT,10.900000,-65.205000,195.8,AMBER,NO,MANUAL,,OK,
97,NS-01,2026-03-11T01:51:21Z,20260311_015121Z,IV,NAVAREA IV 722/2024,POINT,17.470000,-87.491667,261.8,AMBER,NO,MANUAL,,OK,
98,NS-01,2026-03-11T01:51:21Z,20260311_015121Z,IV,NAVAREA IV 227/22,POINT,19.803333,-70.695000,284.2,AMBER,NO,MANUAL,,OK,
98,NS-01,2026-03-11T01:51:21Z,20260311_015121Z,IV,NAVAREA IV 151/2024,POINT,10.703333,-62.140000,54.9,AMBER,NO,MANUAL,,OK,
98,NS-01,2026-03-11T01:51:21Z,20260311_015121Z,IV,NAVAREA IV 367/22,POINT,19.785000,-87.463333,151.2,AMBER,NO,MANUAL,,OK,
99,NS-01,2026-03-11T01:51:21Z,20260311_015121Z,IV,NAVAREA IV 644/2025,POINT,11.201333,-70.777833,238.3,AMBER,NO,MANUAL,,OK,
99,NS-01,2026-03-11T01:51:21Z,20260311_015121Z,IV,NAVAREA IV 733/2024,LINE,41.713333,-70.505000,184.2,AMBER,NO,MANUAL,,OK,
100,NS-01,2026-03-11T01:51:21Z,20260311_015121Z,IV,NAVAREA IV 367/22,POINT,19.785000,-87.463333,151.2,AMBER,NO,MANUAL,,OK,
100,NS-01,2026-03-11T01:51:21Z,20260311_015121Z,IV,NAVAREA IV 161/2024,POINT,10.091667,-65.178333,210.5,AMBER,NO,MANUAL,,OK,
101,NS-01,2026-03-11T01:51:21Z,20260311_015121Z,IV,NAVAREA IV 439/2022,POINT,21.526667,-86.805000,66.1,AMBER,NO,MANUAL,,OK,
101,NS-01,2026-03-11T01:51:21Z,20260311_015121Z,IV,NAVAREA IV 650/2025,POINT,9.392000,-79.895833,502.6,AMBER,NO,MANUAL,,OK,
102,NS-01,2026-03-11T01:51:21Z,20260311_015121Z,IV,NAVAREA IV 746/2024,POINT,47.898833,-46.795667,2280.5,AMBER,NO,MANUAL,,OK,
103,NS-01,2026-03-11T01:51:22Z,20260311_015122Z,IV,NAVAREA IV 439/2022,POINT,21.526667,-86.805000,66.1,AMBER,NO,MANUAL,,OK,
104,NS-01,2026-03-11T01:51:22Z,20260311_015122Z,IV,NAVAREA IV 177/2024,POINT,11.134500,-60.775833,36.9,RED,NO,MANUAL,,OK,
104,NS-01,2026-03-11T01:51:22Z,20260311_015122Z,IV,NAVAREA IV 441/2022,POINT,17.741667,-77.158333,23.5,RED,NO,MANUAL,,OK,
105,NS-01,2026-03-11T01:51:22Z,20260311_015122Z,IV,NAVAREA IV 663/2025,POINT,9.392000,-79.897833,502.6,AMBER,NO,MANUAL,,OK,
105,NS-01,2026-03-11T01:51:22Z,20260311_015122Z,IV,NAVAREA IV 797/2024,POINT,12.595833,-61.407333,67.9,AMBER,NO,MANUAL,,OK,
106,NS-01,2026-03-11T01:51:22Z,20260311_015122Z,IV,NAVAREA IV 441/2022,POINT,17.741667,-77.158333,23.5,RED,NO,MANUAL,,OK,
107,NS-01,2026-03-11T01:51:22Z,20260311_015122Z,IV,NAVAREA IV 214/2024,POINT,12.156167,-68.326833,253.5,AMBER,NO,MANUAL,,OK,
108,NS-01,2026-03-11T01:51:22Z,20260311_015122Z,IV,NAVAREA IV 748/2022,POINT,11.990000,-68.643333,248.2,AMBER,NO,MANUAL,,OK,
108,NS-01,2026-03-11T01:51:22Z,20260311_015122Z,IV,NAVAREA IV 667/2025,POINT,14.605333,-61.062333,177.2,AMBER,NO,MANUAL,,OK,
109,NS-01,2026-03-11T01:51:22Z,20260311_015122Z,IV,NAVAREA IV 1125/2024,POINT,16.210000,-88.503333,356.1,AMBER,NO,MANUAL,,OK,
110,NS-01,2026-03-11T01:51:22Z,20260311_015122Z,IV,NAVAREA IV 748/2022,POINT,11.990000,-68.643333,248.2,AMBER,NO,MANUAL,,OK,
111,NS-01,2026-03-11T01:51:22Z,20260311_015122Z,IV,NAVAREA IV 325/2024,POINT,7.044500,-57.977500,259.5,AMBER,NO,MANUAL,,OK,
112,NS-01,2026-03-11T01:51:22Z,20260311_015122Z,IV,NAVAREA IV 222/2023,AREA,18.226667,-63.069167,402.7,AMBER,NO,MANUAL,,OK,
112,NS-01,2026-03-11T01:51:22Z,20260311_015122Z,IV,NAVAREA IV 671/2025,POINT,10.841333,-64.156333,137.3,AMBER,NO,MANUAL,,OK,
113,NS-01,2026-03-11T01:51:23Z,20260311_015123Z,IV,NAVAREA IV 1382/2024,POINT,18.464333,-69.876333,219.5,AMBER,NO,MANUAL,,OK,
114,NS-01,2026-03-11T01:51:23Z,20260311_015123Z,IV,NAVAREA IV 222/2023,AREA,18.226667,-63.069167,402.7,AMBER,NO,MANUAL,,OK,
114,NS-01,2026-03-11T01:51:23Z,20260311_015123Z,IV,NAVAREA IV 437/2024,POINT,13.573500,-80.091833,279.8,AMBER,NO,MANUAL,,OK,
115,NS-01,2026-03-11T01:51:23Z,20260311_015123Z,IV,NAVAREA IV 356/2023,POINT,20.211333,-87.430000,135.3,AMBER,NO,MANUAL,,OK,
115,NS-01,2026-03-11T01:51:23Z,20260311_015123Z,IV,NAVAREA IV 356/2023,POINT,20.211333,-87.430000,135.3,AMBER,NO,MANUAL,,OK,
115,NS-01,2026-03-11T01:51:23Z,20260311_015123Z,IV,NAVAREA IV 693/2025,AREA,15.848333,-87.375000,243.8,AMBER,NO,MANUAL,,OK,
116,NS-01,2026-03-11T01:51:23Z,20260311_015123Z,IV,NAVAREA IV 1524/2024,AREA,17.451000,-63.935667,348.6,AMBER,NO,MANUAL,,OK,
117,NS-01,2026-03-11T01:51:23Z,20260311_015123Z,IV,NAVAREA IV 701/2024,POINT,24.627000,-97.716167,322.9,AMBER,NO,MANUAL,,OK,
118,NS-01,2026-03-11T01:51:23Z,20260311_015123Z,IV,NAVAREA IV 873/2023,POINT,15.865000,-87.965000,360.5,AMBER,NO,MANUAL,,OK,
118,NS-01,2026-03-11T01:51:23Z,20260311_015123Z,IV,NAVAREA IV 873/2023,POINT,15.865000,-87.965000,360.5,AMBER,NO,MANUAL,,OK,
