Seq,Form,Time_UTC,Run_ID,NAVAREA,Warning_ID,Type,PSN_Lat,PSN_Lon,Dist_NM,Band,Plotted,Source_Kind,Source_URL,Status,Notes
121,NS-01,2026-03-22T00:54:06Z,20260322_005406Z,IV,NAVAREA IV 873/23(28).,POINT,15.865000,-87.965000,360.5,AMBER,YES,MANUAL,,OK,
122,NS-01,2026-03-22T00:54:06Z,20260322_005406Z,IV,NAVAREA IV 356/23(28).,POINT,20.211333,-87.430000,135.3,AMBER,YES,MANUAL,,OK,
123,NS-01,2026-03-22T00:54:06Z,20260322_005406Z,IV,NAVAREA IV 222/23(25).,AREA,18.226667,-63.069167,402.7,AMBER,YES,MANUAL,,OK,
124,NS-01,2026-03-22T00:54:06Z,20260322_005406Z,IV,NAVAREA IV 748/22(24).,POINT,11.990000,-68.643333,248.2,AMBER,YES,MANUAL,,OK,
125,NS-01,2026-03-22T00:54:06Z,20260322_005406Z,IV,NAVAREA IV 441/22(26).,POINT,17.741667,-77.158333,23.5,RED,YES,MANUAL,,OK,
126,NS-01,2026-03-22T00:54:06Z,20260322_005406Z,IV,NAVAREA IV 439/22(28).,POINT,21.526667,-86.805000,66.1,AMBER,YES,MANUAL,,OK,
127,NS-01,2026-03-22T00:54:06Z,20260322_005406Z,IV,NAVAREA IV 1158/25(24).,POINT,10.223167,-64.703667,181.8,AMBER,YES,MANUAL,,OK,
128,NS-01,2026-03-22T00:54:06Z,20260322_005406Z,IV,NAVAREA IV 367/22(28).,POINT,19.785000,-87.463333,151.2,AMBER,YES,MANUAL,,OK,
129,NS-01,2026-03-22T00:54:07Z,20260322_005407Z,IV,NAVAREA IV 1114/25(24).,POINT,11.148333,-60.845000,38.0,RED,YES,MANUAL,,OK,
130,NS-01,2026-03-22T00:54:07Z,20260322_005407Z,IV,NAVAREA IV 227/22(25).,POINT,19.803333,-70.695000,284.2,AMBER,YES,MANUAL,,OK,
131,NS-01,2026-03-22T00:54:07Z,20260322_005407Z,IV,NAVAREA IV 1009/25(24).,POINT,10.138333,-60.991667,97.6,AMBER,YES,MANUAL,,OK,
132,NS-01,2026-03-22T00:54:07Z,20260322_005407Z,IV,NAVAREA IV 141/22(28).,POINT,16.108333,-88.266667,354.9,AMBER,YES,MANUAL,,OK,
133,NS-01,2026-03-22T00:54:07Z,20260322_005407Z,IV,NAVAREA IV 998/25(24).,POINT,10.471500,-61.563833,71.6,AMBER,YES,MANUAL,,OK,
134,NS-01,2026-03-22T00:54:07Z,20260322_005407Z,IV,NAVAREA IV 120/22(25).,POINT,18.138333,-68.755000,237.3,AMBER,YES,MANUAL,,OK,
135,NS-01,2026-03-22T00:54:07Z,20260322_005407Z,IV,NAVAREA IV 872/25(25).,AREA,1.319614,-69.275167,614.7,AMBER,YES,MANUAL,,OK,
136,NS-01,2026-03-22T00:54:08Z,20260322_005408Z,IV,NAVAREA IV 1157/21(26).,POINT,20.062222,-72.967222,294.1,AMBER,YES,MANUAL,,OK,
137,NS-01,2026-03-22T00:54:08Z,20260322_005408Z,IV,NAVAREA IV 829/25(24).,POINT,10.696833,-61.754167,55.5,AMBER,YES,MANUAL,,OK,
138,NS-01,2026-03-22T00:54:08Z,20260322_005408Z,IV,NAVAREA IV 1003/21(28).,POINT,15.925000,-87.603333,349.1,AMBER,YES,MANUAL,,OK,
139,NS-01,2026-03-22T00:54:08Z,20260322_005408Z,IV,NAVAREA IV 789/25(24).,POINT,10.604167,-66.945167,299.9,AMBER,YES,MANUAL,,OK,
140,NS-01,2026-03-22T00:54:08Z,20260322_005408Z,IV,NAVAREA IV 778/21(28).,POINT,20.973333,-97.308333,446.1,AMBER,YES,MANUAL,,OK,
141,NS-01,2026-03-22T00:54:08Z,20260322_005408Z,IV,NAVAREA IV 761/25(24).,POINT,6.080167,-55.213667,130.0,AMBER,YES,MANUAL,,OK,
142,NS-01,2026-03-22T00:54:09Z,20260322_005409Z,IV,NAVAREA IV 278/21(28).,POINT,18.704722,-95.188333,478.6,AMBER,YES,MANUAL,,OK,
143,NS-01,2026-03-22T00:54:09Z,20260322_005409Z,IV,NAVAREA IV 693/25(28).,AREA,15.848333,-87.375000,243.8,AMBER,YES,MANUAL,,OK,
144,NS-01,2026-03-22T00:54:09Z,20260322_005409Z,IV,NAVAREA IV 277/21(28).,POINT,18.212500,-94.133333,466.4,AMBER,YES,MANUAL,,OK,
145,NS-01,2026-03-22T00:54:09Z,20260322_005409Z,IV,NAVAREA IV 671/25(24).,POINT,10.841333,-64.156333,137.3,AMBER,YES,MANUAL,,OK,
146,NS-01,2026-03-22T00:54:10Z,20260322_005410Z,IV,NAVAREA IV 144/21(28).,POINT,20.836667,-86.916667,93.3,AMBER,YES,MANUAL,,OK,
147,NS-01,2026-03-22T00:54:10Z,20260322_005410Z,IV,NAVAREA IV 667/25(25).,POINT,14.605333,-61.062333,177.2,AMBER,YES,MANUAL,,OK,
148,NS-01,2026-03-22T00:54:10Z,20260322_005410Z,IV,NAVAREA IV 663/25(26).,POINT,9.392000,-79.897833,502.6,AMBER,YES,MANUAL,,OK,
149,NS-01,2026-03-22T00:54:11Z,20260322_005411Z,IV,NAVAREA IV 650/25(26).,POINT,9.392000,-79.895833,502.6,AMBER,YES,MANUAL,,OK,
150,NS-01,2026-03-22T00:54:11Z,20260322_005411Z,IV,NAVAREA IV 644/25(24).,POINT,11.201333,-70.777833,238.3,AMBER,YES,MANUAL,,OK,
151,NS-01,2026-03-22T00:54:11Z,20260322_005411Z,IV,NAVAREA IV 643/25(24).,POINT,10.900000,-65.205000,195.8,AMBER,YES,MANUAL,,OK,
152,NS-01,2026-03-22T00:54:11Z,20260322_005411Z,IV,NAVAREA IV 616/25(GEN).,AREA,41.700000,-70.505000,184.2,AMBER,YES,MANUAL,,OK,
153,NS-01,2026-03-22T00:54:12Z,20260322_005412Z,IV,NAVAREA IV 563/25(24).,POINT,11.082000,-64.216667,136.6,AMBER,YES,MANUAL,,OK,
154,NS-01,2026-03-22T00:54:12Z,20260322_005412Z,IV,NAVAREA IV 546/25(11).,POINT,29.883333,-89.945000,184.2,AMBER,YES,MANUAL,,OK,
155,NS-01,2026-03-22T00:54:12Z,20260322_005412Z,IV,NAVAREA IV 517/25(11).,AREA,27.176833,-93.726833,10.9,RED,YES,MANUAL,,OK,
156,NS-01,2026-03-22T00:54:12Z,20260322_005412Z,IV,NAVAREA IV 504/25(26).,POINT,9.381667,-79.898333,503.2,AMBER,YES,MANUAL,,OK,
