// [USERCHART_ROUTE_ID: ROUTE]
// [USERCHART_NAVAREA: IV]
// [PLOTTED_WARNING_COUNT: 2]
// [PLOTTED_WARNING_IDS_BEGIN]
// [PLOTTED_WARNING_ID: NAVAREA IV 217/26(11,26).]
// [PLOTTED_WARNING_ID: NAVAREA IV 219/26(GEN).]
// [PLOTTED_WARNING_IDS_END]

// [WARNING_ID: NAVAREA IV 217/26(11,26).]
// [BLOCK_ROLE: TEXT]
// [TEXT_RENDER: VERTEX_STROKE]
// [TEXT: IV 217/26(11,26). ROCKET_LAUNCH]
// [TEXT_OBJECT_KIND: AREA]
// [TEXT_CHAR_WIDTH_NM: 0.84]
// [TEXT_CHAR_HEIGHT_NM: 1.26]
// [TEXT_CHAR_SPACING_NM: 0.28500000000000003]
// [TEXT_LINE_TYPE: 1]
// [TEXT_WIDTH: 1]
// [TEXT_COLOR_NO: 5]
// [CONNECTOR_LINE_TYPE: 3]
// [CONNECTOR_WIDTH: 1]
// [CONNECTOR_COLOR_NO: 2]
LINE_AGGREGATE

31,18.089,N,077,23.591,W,1,1,5,
31,18.089,N,077,22.275,W,3,1,2,
31,18.089,N,077,22.933,W,1,1,5,
31,16.829,N,077,22.933,W,3,1,2,
31,16.829,N,077,23.591,W,1,1,5,
31,16.829,N,077,22.275,W,3,1,2,
31,18.089,N,077,22.275,W,1,1,5,
31,16.829,N,077,21.616,W,1,1,5,
31,18.089,N,077,20.958,W,3,1,2,
31,17.837,N,077,18.853,W,1,1,5,
31,18.089,N,077,18.523,W,1,1,5,
31,18.089,N,077,17.800,W,1,1,5,
31,17.774,N,077,17.536,W,1,1,5,
31,16.829,N,077,18.853,W,1,1,5,
31,16.829,N,077,17.536,W,3,1,2,
31,17.774,N,077,17.076,W,1,1,5,
31,18.089,N,077,16.878,W,1,1,5,
31,16.829,N,077,16.878,W,3,1,2,
31,16.829,N,077,17.207,W,1,1,5,
31,16.829,N,077,16.549,W,3,1,2,
31,18.089,N,077,16.220,W,1,1,5,
31,18.089,N,077,14.904,W,1,1,5,
31,16.829,N,077,15.760,W,3,1,2,
31,16.829,N,077,14.772,W,1,1,5,
31,18.089,N,077,13.719,W,3,1,2,
31,17.837,N,077,13.588,W,1,1,5,
31,18.089,N,077,13.259,W,1,1,5,
31,18.089,N,077,12.535,W,1,1,5,
31,17.774,N,077,12.272,W,1,1,5,
31,16.829,N,077,13.588,W,1,1,5,
31,16.829,N,077,12.272,W,3,1,2,
31,17.900,N,077,11.021,W,1,1,5,
31,18.089,N,077,11.285,W,1,1,5,
31,17.837,N,077,12.008,W,1,1,5,
31,17.333,N,077,12.272,W,1,1,5,
31,16.829,N,077,12.008,W,1,1,5,
31,16.829,N,077,11.285,W,1,1,5,
31,17.207,N,077,11.021,W,1,1,5,
31,17.522,N,077,11.285,W,1,1,5,
31,17.522,N,077,12.074,W,3,1,2,
31,16.829,N,077,10.956,W,1,1,5,
31,18.089,N,077,09.639,W,3,1,2,
31,18.089,N,077,10.956,W,1,1,5,
31,16.829,N,077,09.639,W,3,1,2,
31,17.774,N,077,09.179,W,1,1,5,
31,18.089,N,077,08.981,W,1,1,5,
31,16.829,N,077,08.981,W,3,1,2,
31,16.829,N,077,09.310,W,1,1,5,
31,16.829,N,077,08.652,W,3,1,2,
